subject,experiment_name,age_group,age,trial_type,trial_index,label1,label2,image1,image2,image3,image4,image5,image6,image7,image8,choice_image,random_image,choice_label,random_label,target_image,is_right,target_label
Crossact2_p133,Experiment 3,kids,4.144444444,fam-selection,5,NA,NA,stims/cow.png,stims/21.png,stims/17.png,stims/monkey.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,fam-selection,6,NA,NA,stims/cow.png,stims/21.png,stims/17.png,stims/monkey.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,fam-test,7,NA,NA,stims/monkey.png,stims/17.png,stims/21.png,stims/cow.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,stims/21.png,0,stims/find_sibu.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,fam-test,8,NA,NA,stims/cow.png,stims/17.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,stims/monkey.png,1,stims/find_monkey.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,fam-test,9,NA,NA,stims/cow.png,stims/17.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,stims/17.png,0,stims/find_deela.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,fam-test,10,NA,NA,stims/17.png,stims/21.png,stims/cow.png,stims/monkey.png,NA,NA,NA,NA,stims/cow.png,NA,cow,NA,stims/cow.png,1,stims/find_cow.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,learning,11,dog,guffi,stims/dog.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,12,biffer,tibble,stims/13.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,13,leemu,pig,stims/pig.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,14,biffer,tibble,stims/13.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,15,guffi,dog,stims/dog.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,16,leemu,pig,stims/pig.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,17,pig,leemu,stims/pig.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,18,guffi,dog,stims/dog.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,learning,19,tibble,biffer,stims/13.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,selection,20,NA,NA,stims/10.png,stims/18.png,stims/13.png,stims/30.png,NA,NA,NA,NA,stims/30.png,NA,leemu,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,selection,21,NA,NA,stims/10.png,stims/18.png,stims/13.png,stims/30.png,NA,NA,NA,NA,stims/18.png,NA,guffi,NA,NA,NA,NA
Crossact2_p133,Experiment 3,kids,4.144444444,familiarItem-test,22,NA,NA,stims/30.png,stims/dog.png,stims/13.png,stims/10.png,stims/18.png,stims/pig.png,NA,NA,stims/dog.png,NA,dog,NA,stims/dog.png,1,stims/find_dog.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,test,23,NA,NA,stims/pig.png,stims/18.png,stims/30.png,stims/dog.png,stims/10.png,stims/13.png,NA,NA,stims/10.png,NA,tibble,NA,stims/13.png,0,stims/find_biffer.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,test,24,NA,NA,stims/13.png,stims/10.png,stims/dog.png,stims/30.png,stims/18.png,stims/pig.png,NA,NA,stims/18.png,NA,guffi,NA,stims/10.png,0,stims/find_tibble.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,familiarItem-test,25,NA,NA,stims/10.png,stims/pig.png,stims/18.png,stims/dog.png,stims/13.png,stims/30.png,NA,NA,stims/pig.png,NA,pig,NA,stims/pig.png,1,stims/find_pig.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,test,26,NA,NA,stims/dog.png,stims/10.png,stims/30.png,stims/13.png,stims/pig.png,stims/18.png,NA,NA,stims/13.png,NA,biffer,NA,stims/18.png,0,stims/find_guffi.m4a
Crossact2_p133,Experiment 3,kids,4.144444444,test,27,NA,NA,stims/30.png,stims/pig.png,stims/13.png,stims/18.png,stims/dog.png,stims/10.png,NA,NA,stims/13.png,NA,biffer,NA,stims/30.png,0,stims/find_leemu.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,fam-learning,1,monkey,deela,stims/monkey.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,fam-learning,2,sibu,cow,stims/cow.png,stims/21.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,fam-learning,3,monkey,deela,stims/17.png,stims/monkey.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,fam-learning,4,sibu,cow,stims/21.png,stims/cow.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,fam-selection,5,NA,NA,stims/cow.png,stims/monkey.png,stims/21.png,stims/17.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,fam-selection,6,NA,NA,stims/cow.png,stims/monkey.png,stims/21.png,stims/17.png,NA,NA,NA,NA,stims/cow.png,NA,cow,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,fam-test,7,NA,NA,stims/monkey.png,stims/21.png,stims/cow.png,stims/17.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,stims/monkey.png,1,stims/find_monkey.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,fam-test,8,NA,NA,stims/21.png,stims/cow.png,stims/17.png,stims/monkey.png,NA,NA,NA,NA,stims/cow.png,NA,cow,NA,stims/cow.png,1,stims/find_cow.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,fam-test,9,NA,NA,stims/17.png,stims/21.png,stims/cow.png,stims/monkey.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,stims/17.png,1,stims/find_deela.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,fam-test,10,NA,NA,stims/cow.png,stims/17.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,stims/21.png,0,stims/find_sibu.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,learning,11,dog,guffi,stims/dog.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,12,pig,leemu,stims/pig.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,13,tibble,biffer,stims/13.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,14,biffer,tibble,stims/13.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,15,pig,leemu,stims/pig.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,16,guffi,dog,stims/dog.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,17,leemu,pig,stims/pig.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,18,dog,guffi,stims/dog.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,learning,19,biffer,tibble,stims/13.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,selection,20,NA,NA,stims/30.png,stims/18.png,stims/10.png,stims/13.png,NA,NA,NA,NA,stims/10.png,NA,guffi,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,selection,21,NA,NA,stims/30.png,stims/18.png,stims/10.png,stims/13.png,NA,NA,NA,NA,stims/13.png,NA,tibble,NA,NA,NA,NA
Crossact2_p134,Experiment 3,kids,4.163888889,test,22,NA,NA,stims/30.png,stims/dog.png,stims/10.png,stims/pig.png,stims/18.png,stims/13.png,NA,NA,stims/18.png,NA,biffer,NA,stims/10.png,0,stims/find_guffi.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,test,23,NA,NA,stims/10.png,stims/30.png,stims/18.png,stims/pig.png,stims/dog.png,stims/13.png,NA,NA,stims/13.png,NA,tibble,NA,stims/18.png,0,stims/find_biffer.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,familiarItem-test,24,NA,NA,stims/10.png,stims/dog.png,stims/18.png,stims/30.png,stims/pig.png,stims/13.png,NA,NA,stims/pig.png,NA,pig,NA,stims/pig.png,1,stims/find_pig.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,test,25,NA,NA,stims/dog.png,stims/18.png,stims/13.png,stims/pig.png,stims/10.png,stims/30.png,NA,NA,stims/10.png,NA,guffi,NA,stims/13.png,0,stims/find_tibble.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,test,26,NA,NA,stims/18.png,stims/30.png,stims/dog.png,stims/pig.png,stims/13.png,stims/10.png,NA,NA,stims/30.png,NA,leemu,NA,stims/30.png,1,stims/find_leemu.m4a
Crossact2_p134,Experiment 3,kids,4.163888889,familiarItem-test,27,NA,NA,stims/30.png,stims/10.png,stims/13.png,stims/pig.png,stims/dog.png,stims/18.png,NA,NA,stims/dog.png,NA,dog,NA,stims/dog.png,1,stims/find_dog.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,fam-learning,1,deela,monkey,stims/monkey.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,fam-learning,2,cow,sibu,stims/cow.png,stims/21.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,fam-learning,3,deela,monkey,stims/17.png,stims/monkey.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,fam-learning,4,cow,sibu,stims/21.png,stims/cow.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,fam-selection,5,NA,NA,stims/17.png,stims/cow.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,fam-selection,6,NA,NA,stims/17.png,stims/cow.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,fam-test,7,NA,NA,stims/cow.png,stims/monkey.png,stims/21.png,stims/17.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,stims/monkey.png,1,stims/find_monkey.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,fam-test,8,NA,NA,stims/monkey.png,stims/21.png,stims/cow.png,stims/17.png,NA,NA,NA,NA,stims/cow.png,NA,cow,NA,stims/cow.png,1,stims/find_cow.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,fam-test,9,NA,NA,stims/17.png,stims/monkey.png,stims/cow.png,stims/21.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,stims/17.png,1,stims/find_deela.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,fam-test,10,NA,NA,stims/17.png,stims/monkey.png,stims/21.png,stims/cow.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,stims/21.png,1,stims/find_sibu.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,learning,11,leemu,dog,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,12,tibble,guffi,stims/30.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,13,biffer,pig,stims/pig.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,14,guffi,tibble,stims/30.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,15,leemu,dog,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,16,pig,biffer,stims/pig.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,17,pig,biffer,stims/pig.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,18,dog,leemu,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,learning,19,guffi,tibble,stims/30.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,selection,20,NA,NA,stims/18.png,stims/30.png,stims/10.png,stims/13.png,NA,NA,NA,NA,stims/30.png,NA,tibble,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,selection,21,NA,NA,stims/18.png,stims/30.png,stims/10.png,stims/13.png,NA,NA,NA,NA,stims/18.png,NA,guffi,NA,NA,NA,NA
Crossact2_p135,Experiment 3,kids,5.858333333,familiarItem-test,22,NA,NA,stims/13.png,stims/10.png,stims/dog.png,stims/30.png,stims/18.png,stims/pig.png,NA,NA,stims/dog.png,NA,dog,NA,stims/dog.png,1,stims/find_dog.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,test,23,NA,NA,stims/dog.png,stims/18.png,stims/10.png,stims/30.png,stims/13.png,stims/pig.png,NA,NA,stims/10.png,NA,biffer,NA,stims/30.png,0,stims/find_tibble.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,familiarItem-test,24,NA,NA,stims/13.png,stims/30.png,stims/10.png,stims/18.png,stims/pig.png,stims/dog.png,NA,NA,stims/pig.png,NA,pig,NA,stims/pig.png,1,stims/find_pig.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,test,25,NA,NA,stims/dog.png,stims/13.png,stims/pig.png,stims/18.png,stims/10.png,stims/30.png,NA,NA,stims/13.png,NA,leemu,NA,stims/10.png,0,stims/find_biffer.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,test,26,NA,NA,stims/10.png,stims/18.png,stims/dog.png,stims/pig.png,stims/13.png,stims/30.png,NA,NA,stims/30.png,NA,tibble,NA,stims/18.png,0,stims/find_guffi.m4a
Crossact2_p135,Experiment 3,kids,5.858333333,test,27,NA,NA,stims/30.png,stims/18.png,stims/dog.png,stims/13.png,stims/10.png,stims/pig.png,NA,NA,stims/18.png,NA,guffi,NA,stims/13.png,0,stims/find_leemu.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,fam-learning,1,deela,cow,stims/cow.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,fam-learning,2,monkey,sibu,stims/monkey.png,stims/21.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,fam-learning,3,deela,cow,stims/17.png,stims/cow.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,fam-learning,4,monkey,sibu,stims/21.png,stims/monkey.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,fam-selection,5,NA,NA,stims/cow.png,stims/monkey.png,stims/21.png,stims/17.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,fam-selection,6,NA,NA,stims/cow.png,stims/monkey.png,stims/21.png,stims/17.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,fam-test,7,NA,NA,stims/monkey.png,stims/17.png,stims/21.png,stims/cow.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,stims/17.png,1,stims/find_deela.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,fam-test,8,NA,NA,stims/cow.png,stims/monkey.png,stims/17.png,stims/21.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,stims/21.png,1,stims/find_sibu.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,fam-test,9,NA,NA,stims/17.png,stims/21.png,stims/cow.png,stims/monkey.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,stims/monkey.png,1,stims/find_monkey.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,fam-test,10,NA,NA,stims/cow.png,stims/monkey.png,stims/21.png,stims/17.png,NA,NA,NA,NA,stims/cow.png,NA,cow,NA,stims/cow.png,1,stims/find_cow.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,learning,11,biffer,tibble,stims/30.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,12,leemu,pig,stims/pig.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,13,dog,guffi,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,14,guffi,dog,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,15,pig,leemu,stims/pig.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,16,biffer,tibble,stims/30.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,17,pig,leemu,stims/pig.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,18,tibble,biffer,stims/30.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,learning,19,guffi,dog,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,selection,20,NA,NA,stims/13.png,stims/30.png,stims/18.png,stims/10.png,NA,NA,NA,NA,stims/30.png,NA,biffer,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,selection,21,NA,NA,stims/13.png,stims/30.png,stims/18.png,stims/10.png,NA,NA,NA,NA,stims/10.png,NA,tibble,NA,NA,NA,NA
Crossact2_p136,Experiment 3,kids,7.461111111,test,22,NA,NA,stims/pig.png,stims/dog.png,stims/13.png,stims/10.png,stims/18.png,stims/30.png,NA,NA,stims/10.png,NA,tibble,NA,stims/10.png,1,stims/find_tibble.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,familiarItem-test,23,NA,NA,stims/18.png,stims/30.png,stims/dog.png,stims/10.png,stims/pig.png,stims/13.png,NA,NA,stims/pig.png,NA,pig,NA,stims/pig.png,1,stims/find_pig.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,test,24,NA,NA,stims/30.png,stims/18.png,stims/pig.png,stims/13.png,stims/dog.png,stims/10.png,NA,NA,stims/30.png,NA,biffer,NA,stims/30.png,1,stims/find_biffer.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,test,25,NA,NA,stims/30.png,stims/18.png,stims/13.png,stims/10.png,stims/pig.png,stims/dog.png,NA,NA,stims/13.png,NA,guffi,NA,stims/13.png,1,stims/find_guffi.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,familiarItem-test,26,NA,NA,stims/pig.png,stims/dog.png,stims/13.png,stims/18.png,stims/30.png,stims/10.png,NA,NA,stims/dog.png,NA,dog,NA,stims/dog.png,1,stims/find_dog.m4a
Crossact2_p136,Experiment 3,kids,7.461111111,test,27,NA,NA,stims/pig.png,stims/18.png,stims/dog.png,stims/30.png,stims/13.png,stims/10.png,NA,NA,stims/18.png,NA,leemu,NA,stims/18.png,1,stims/find_leemu.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,fam-learning,1,deela,cow,stims/cow.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,fam-learning,2,monkey,sibu,stims/monkey.png,stims/21.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,fam-learning,3,deela,cow,stims/17.png,stims/cow.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,fam-learning,4,monkey,sibu,stims/21.png,stims/monkey.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,fam-selection,5,NA,NA,stims/17.png,stims/cow.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/21.png,NA,sibu,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,fam-selection,6,NA,NA,stims/17.png,stims/cow.png,stims/monkey.png,stims/21.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,fam-test,7,NA,NA,stims/17.png,stims/monkey.png,stims/cow.png,stims/21.png,NA,NA,NA,NA,stims/cow.png,NA,cow,NA,stims/cow.png,1,stims/find_cow.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,fam-test,8,NA,NA,stims/cow.png,stims/17.png,stims/21.png,stims/monkey.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,stims/17.png,0,stims/find_deela.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,fam-test,9,NA,NA,stims/monkey.png,stims/17.png,stims/21.png,stims/cow.png,NA,NA,NA,NA,stims/monkey.png,NA,monkey,NA,stims/monkey.png,1,stims/find_monkey.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,fam-test,10,NA,NA,stims/cow.png,stims/21.png,stims/monkey.png,stims/17.png,NA,NA,NA,NA,stims/17.png,NA,deela,NA,stims/21.png,0,stims/find_sibu.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,learning,11,tibble,leemu,stims/10.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,12,guffi,pig,stims/pig.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,13,dog,biffer,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,14,leemu,tibble,stims/10.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,15,biffer,dog,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,16,pig,guffi,stims/pig.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,17,biffer,dog,stims/dog.png,stims/13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,18,pig,guffi,stims/pig.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,learning,19,leemu,tibble,stims/10.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,selection,20,NA,NA,stims/18.png,stims/13.png,stims/30.png,stims/10.png,NA,NA,NA,NA,stims/10.png,NA,leemu,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,selection,21,NA,NA,stims/18.png,stims/13.png,stims/30.png,stims/10.png,NA,NA,NA,NA,stims/30.png,NA,tibble,NA,NA,NA,NA
Crossact2_p137,Experiment 3,kids,5.063888889,test,22,NA,NA,stims/30.png,stims/10.png,stims/18.png,stims/pig.png,stims/13.png,stims/dog.png,NA,NA,stims/13.png,NA,biffer,NA,stims/13.png,1,stims/find_biffer.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,test,23,NA,NA,stims/pig.png,stims/13.png,stims/30.png,stims/dog.png,stims/18.png,stims/10.png,NA,NA,stims/30.png,NA,tibble,NA,stims/30.png,1,stims/find_tibble.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,familiarItem-test,24,NA,NA,stims/dog.png,stims/10.png,stims/13.png,stims/pig.png,stims/18.png,stims/30.png,NA,NA,stims/dog.png,NA,dog,NA,stims/dog.png,1,stims/find_dog.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,familiarItem-test,25,NA,NA,stims/pig.png,stims/30.png,stims/13.png,stims/18.png,stims/10.png,stims/dog.png,NA,NA,stims/pig.png,NA,pig,NA,stims/pig.png,1,stims/find_pig.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,test,26,NA,NA,stims/10.png,stims/18.png,stims/13.png,stims/30.png,stims/pig.png,stims/dog.png,NA,NA,stims/30.png,NA,tibble,NA,stims/10.png,0,stims/find_leemu.m4a
Crossact2_p137,Experiment 3,kids,5.063888889,test,27,NA,NA,stims/30.png,stims/18.png,stims/dog.png,stims/10.png,stims/13.png,stims/pig.png,NA,NA,stims/18.png,NA,guffi,NA,stims/18.png,1,stims/find_guffi.m4a
